category,category_href,subcat,subcat_href,name,stars,price,star_rating,review_raw,review_count,price_num
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Your Message On...,https://www.fiverr.com/categories/lifestyle/promote-your-message?source=gallery-listing,I will make dog searching shopify video ads,4.9(41),Starting at€13.33,4.9,41,41.0,13.33
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Visual Effects,https://www.fiverr.com/categories/video-animation/visual-effects?source=gallery-listing,I will create high quality vfx for you at an affordable price,nan,Starting at€88.88,5.0,1,17.0,88.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Sales Copy,https://www.fiverr.com/categories/writing-translation/sales-copy?source=gallery-listing,"I will write an engaging website, brochure, or article for you",5.0(1),Starting at€111.10,5.0,1,1.0,111.1
Business,https://www.fiverr.com/categories/business?source=category_tree,Financial ConsultingNew,https://www.fiverr.com/categories/business/financial-consulting-services?source=gallery-listing,"I will provide accounting, auditing and bookkeeping services",4.9(105),Starting at€75.55,4.9,105,105.0,75.55
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Producers & Composers,https://www.fiverr.com/categories/music-audio/producers-composers?source=gallery-listing,I will produce your authentic reggae and dancehall tracks,5.0(52),Starting at€39.99,5.0,52,52.0,39.99
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Sound DesignNew,https://www.fiverr.com/categories/music-audio/sound-design?source=gallery-listing,I will custom design great sounding sound effects,5.0(3),Starting at€22.22,5.0,3,3.0,22.22
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Web Traffic,https://www.fiverr.com/categories/online-marketing/website-traffic?source=gallery-listing,I will rank website with organic seo keyword targeted USA web traffic,4.9(39),Starting at€48.88,4.9,39,39.0,48.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Website Content,https://www.fiverr.com/categories/writing-translation/website-content?source=gallery-listing,"I will write content for your website, blog, magazines or newsletter",5.0(13),Starting at€17.78,5.0,13,13.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Brand Voice & Tone,https://www.fiverr.com/categories/writing-translation/tone-of-voice?source=gallery-listing,I will craft a personalized brand story and vision statement,nan,Starting at€84.43,5.0,1,17.0,84.43
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Databases,https://www.fiverr.com/categories/programming-tech/database-programming-services?source=gallery-listing,I will develop or customize oracle application with oracle database,5.0(1),Starting at€26.66,5.0,1,1.0,26.66
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Game Trailers,https://www.fiverr.com/categories/video-animation/game-trailers?source=gallery-listing,"I will create arma or dayz cinematics, movie, trailer, promo",5.0(4),Starting at€22.22,5.0,4,4.0,22.22
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Family & Genealogy,https://www.fiverr.com/categories/lifestyle/family-genealogy?source=gallery-listing,I will do your family tree genealogy research,5.0(3),Starting at€31.11,5.0,3,3.0,31.11
Business,https://www.fiverr.com/categories/business?source=category_tree,Market Research,https://www.fiverr.com/categories/business/market-research-reports?source=gallery-listing,I will give you tax delinquent leads in your target counties,5.0(9),Starting at€17.78,5.0,9,9.0,17.78
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Producers & Composers,https://www.fiverr.com/categories/music-audio/producers-composers?source=gallery-listing,I will remix any song in any style,5.0(3),Starting at€133.32,5.0,3,3.0,133.32
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Music Promotion,https://www.fiverr.com/categories/online-marketing/music-promotion?source=gallery-listing,I will help you build a digital music promotion strategy,nan,Starting at€75.55,5.0,1,17.0,75.55
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Case Studies,https://www.fiverr.com/categories/writing-translation/case-study-writing?source=gallery-listing,I will write a stunning scientific or ethical case study,5.0(2),Starting at€17.78,5.0,2,2.0,17.78
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Chatbots,https://www.fiverr.com/categories/programming-tech/chatbots?source=gallery-listing,I will create alexa skill for your podcast,4.2(2),Starting at€88.88,4.2,2,2.0,88.88
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Visual Effects,https://www.fiverr.com/categories/video-animation/visual-effects?source=gallery-listing,"I will color correct, colour grade and enhance the visual look for your video",5.0(78),Starting at€31.11,5.0,78,78.0,31.11
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Chatbots,https://www.fiverr.com/categories/programming-tech/chatbots?source=gallery-listing,I will create facebook messenger chatbot whatsapp chatbot and website bot,5.0(99),Starting at€8.89,5.0,99,99.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Cybersecurity & Data ProtectionNew,https://www.fiverr.com/categories/programming-tech/cybersecurity-data-protection?source=gallery-listing,I will test the security and vulnerability of your site,5.0(12),Starting at€88.88,5.0,12,12.0,88.88
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Local PhotographyBeta,https://www.fiverr.com/categories/video-animation/local-photographers?source=gallery-listing,I will photograph professional headshot for you,nan,Starting at€137.76,5.0,1,17.0,137.76
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Animation for Kids,https://www.fiverr.com/categories/video-animation/animation-for-kids?source=gallery-listing,I will create character animation video for kids education,5.0(7),Starting at€39.99,5.0,7,7.0,39.99
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Product Photography,https://www.fiverr.com/categories/video-animation/product-photography?source=gallery-listing,I will take product photography on the beaches of malibu,5.0(8),Starting at€22.22,5.0,8,8.0,22.22
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Cover Letters,https://www.fiverr.com/categories/writing-translation/cover-letter-services?source=gallery-listing,I will write a professional email for you,5.0(13),Starting at€8.89,5.0,13,13.0,8.89
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Voice Over,https://www.fiverr.com/categories/music-audio/voice-overs?source=gallery-listing,I will be the only voice over artist you ever need,5.0(1),Starting at€133.32,5.0,1,1.0,133.32
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Spiritual & Healing,https://www.fiverr.com/categories/lifestyle/spiritual-healing?source=gallery-listing,I will deliver a nice package with original binaural beats music for relax meditation,4.9(13),Starting at€26.66,4.9,13,13.0,26.66
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Jingles & Intros,https://www.fiverr.com/categories/music-audio/jingles-intros?source=gallery-listing,I will sing or create you a perfect jingle,5.0(30),Starting at€66.66,5.0,30,30.0,66.66
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Fitness Lessons,https://www.fiverr.com/categories/lifestyle/fitness-lessons?source=gallery-listing,I will create a workout video,5.0(3),Starting at€22.22,5.0,3,3.0,22.22
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Your Message On...,https://www.fiverr.com/categories/lifestyle/promote-your-message?source=gallery-listing,I will draw wsj style engraving,4.8(13),Starting at€8.89,4.8,13,13.0,8.89
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,DJ Drops & Tags,https://www.fiverr.com/categories/music-audio/dj-drops-tags?source=gallery-listing,"I will produce dj drops, radio jingle, podcast ids, intros, outros",5.0(5),Starting at€17.78,5.0,5,5.0,17.78
Business,https://www.fiverr.com/categories/business?source=category_tree,Project ManagementNew,https://www.fiverr.com/categories/business/project-management?source=gallery-listing,I will develop an engaging and interactive elearning course using articulate storyline,5.0(7),Starting at€13.33,5.0,7,7.0,13.33
Business,https://www.fiverr.com/categories/business?source=category_tree,Presentations,https://www.fiverr.com/categories/business/online-presentations?source=gallery-listing,I will make any presentation ppt,4.8(11),Starting at€8.89,4.8,11,11.0,8.89
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Articles & Blog Posts,https://www.fiverr.com/categories/writing-translation/articles-blogposts?source=gallery-listing,I will write engaging articles on technology topics,5.0(7),Starting at€26.66,5.0,7,7.0,26.66
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Collectibles,https://www.fiverr.com/categories/lifestyle/collectibles?source=gallery-listing,I will send HD pictures of paintings from world famous museums,5.0(3),Starting at€17.78,5.0,3,3.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Technical Writing,https://www.fiverr.com/categories/writing-translation/technical-writing-services?source=gallery-listing,I will do technical research writing on cyber security and IT issues,4.9(20),Starting at€8.89,4.9,20,20.0,8.89
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Creative Writing,https://www.fiverr.com/categories/writing-translation/creative-writing?source=gallery-listing,I will ghostwrite a memorable story for you,5.0(1),Starting at€111.10,5.0,1,1.0,111.1
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Podcast EditingNew,https://www.fiverr.com/categories/music-audio/podcast-editing?source=gallery-listing,"I will edit, mix and master your podcast, audiobook or radio show",5.0(78),Starting at€22.22,5.0,78,78.0,22.22
Business,https://www.fiverr.com/categories/business?source=category_tree,Virtual Assistant,https://www.fiverr.com/categories/business/virtual-assistant-services?source=gallery-listing,I will cold call your b2b prospects,4.9(130),Starting at€53.33,4.9,130,130.0,53.33
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Speechwriting,https://www.fiverr.com/categories/writing-translation/speech-writing?source=gallery-listing,I will write or edit your speech,5.0(1),Starting at€88.88,5.0,1,1.0,88.88
